step,type,loss,cumulative_time_ms,step_avg_ms
1031,train,,1383255,1341.66
1032,train,,1384322,1341.40
1033,train,,1385818,1341.55
1034,train,,1387064,1341.45
1035,train,,1388096,1341.16
1036,train,,1389182,1340.91
1037,train,,1390267,1340.66
1038,train,,1392180,1341.21
1039,train,,1393645,1341.33
1040,train,,1394693,1341.05
1041,train,,1395728,1340.76
1042,train,,1397164,1340.85
1043,train,,1398491,1340.84
1044,train,,1399643,1340.65
1045,train,,1400722,1340.40
1046,train,,1401776,1340.13
1047,train,,1402814,1339.84
1048,train,,1404422,1340.10
1049,train,,1405860,1340.19
1050,train,,1407642,1340.61
1051,train,,1408666,1340.31
1052,train,,1409827,1340.14
1053,train,,1410917,1339.90
1054,train,,1412085,1339.74
1055,train,,1413175,1339.50
1056,train,,1414222,1339.23
1057,train,,1415331,1339.01
1058,train,,1416657,1339.00
1059,train,,1417719,1338.73
1060,train,,1418934,1338.62
1061,train,,1420213,1338.56
1062,train,,1421292,1338.32
1063,train,,1422919,1338.59
1064,train,,1424066,1338.41
1065,train,,1427105,1340.00
1066,train,,1428142,1339.72
1067,train,,1429909,1340.12
1068,train,,1431011,1339.90
1069,train,,1432001,1339.57
1070,train,,1433319,1339.55
1071,train,,1435110,1339.97
1072,train,,1436312,1339.84
1073,train,,1437405,1339.61
1074,train,,1438769,1339.64
1075,train,,1440672,1340.16
1076,train,,1442730,1340.83
1077,train,,1443866,1340.64
1078,train,,1445108,1340.55
1079,train,,1446357,1340.46
1080,train,,1447469,1340.25
1081,train,,1448696,1340.14
1082,train,,1450395,1340.48
1083,train,,1452947,1341.59
1084,train,,1454732,1342.00
1085,train,,1456258,1342.17
1086,train,,1457279,1341.88
1087,train,,1458447,1341.72
1088,train,,1460152,1342.05
1089,train,,1461195,1341.78
1090,train,,1462660,1341.89
1091,train,,1463757,1341.67
1092,train,,1465297,1341.85
1093,train,,1467007,1342.18
1094,train,,1468087,1341.94
1095,train,,1469807,1342.29
1096,train,,1471211,1342.35
1097,train,,1473183,1342.92
1098,train,,1475030,1343.38
1099,train,,1476178,1343.20
1100,train,,1477327,1343.02
1100,val,3.5524,1477328,1343.03
1101,train,,1478530,1342.90
1102,train,,1479622,1342.67
1103,train,,1481134,1342.82
1104,train,,1483722,1343.95
1105,train,,1485610,1344.44
1106,train,,1489940,1347.14
1107,train,,1491581,1347.41
1108,train,,1492682,1347.19
1109,train,,1494419,1347.54
1110,train,,1495445,1347.25
1111,train,,1496548,1347.03
1112,train,,1497948,1347.08
1113,train,,1499285,1347.07
1114,train,,1500338,1346.80
1115,train,,1501449,1346.59
1116,train,,1502524,1346.35
1117,train,,1503571,1346.08
1118,train,,1504648,1345.84
1119,train,,1505994,1345.84
1120,train,,1507283,1345.79
1121,train,,1508285,1345.48
1122,train,,1509618,1345.47
1123,train,,1511020,1345.52
1124,train,,1512611,1345.74
1125,train,,1513865,1345.66
1126,train,,1514942,1345.42
1127,train,,1516443,1345.56
1128,train,,1517857,1345.62
1129,train,,1519184,1345.60
1130,train,,1520582,1345.65
1131,train,,1521630,1345.38
1132,train,,1523474,1345.83
1133,train,,1525432,1346.37
1134,train,,1526732,1346.32
1135,train,,1527958,1346.22
1136,train,,1529164,1346.09
1137,train,,1530221,1345.84
1138,train,,1531489,1345.77
1139,train,,1532486,1345.47
1140,train,,1534172,1345.76
1141,train,,1535286,1345.56
1142,train,,1536965,1345.85
1143,train,,1538304,1345.85
1144,train,,1539664,1345.86
1145,train,,1541026,1345.87
1146,train,,1542242,1345.76
1147,train,,1543312,1345.52
1148,train,,1544658,1345.52
1149,train,,1548949,1348.08
1150,train,,1550198,1348.00
1151,train,,1551262,1347.75
1152,train,,1552519,1347.67
1153,train,,1553510,1347.36
1154,train,,1554547,1347.09
1155,train,,1555630,1346.87
1156,train,,1556791,1346.70
1157,train,,1558352,1346.89
1158,train,,1562352,1349.18
1159,train,,1563850,1349.31
1160,train,,1564914,1349.06
1161,train,,1566011,1348.85
1162,train,,1567149,1348.67
1163,train,,1569523,1349.55
1164,train,,1570641,1349.35
1165,train,,1571656,1349.06
1166,train,,1572798,1348.88
1167,train,,1573774,1348.56
1168,train,,1574934,1348.40
1169,train,,1575943,1348.11
1170,train,,1577051,1347.91
1171,train,,1578325,1347.84
1172,train,,1579407,1347.62
1173,train,,1581648,1348.38
1174,train,,1582738,1348.16
1175,train,,1583953,1348.05
1176,train,,1585130,1347.90
1177,train,,1586121,1347.60
1178,train,,1587284,1347.44
1179,train,,1588288,1347.15
1180,train,,1589358,1346.91
1181,train,,1590739,1346.94
1182,train,,1593128,1347.82
1183,train,,1594442,1347.80
1184,train,,1595469,1347.52
1185,train,,1596522,1347.28
1186,train,,1598720,1347.99
1187,train,,1599841,1347.80
1188,train,,1600853,1347.52
1189,train,,1601926,1347.29
1190,train,,1602950,1347.02
1191,train,,1603990,1346.76
1192,train,,1605129,1346.58
1193,train,,1606200,1346.35
1194,train,,1607367,1346.20
1195,train,,1608741,1346.23
1196,train,,1610296,1346.40
1197,train,,1614256,1348.58
1198,train,,1615552,1348.54
1199,train,,1616810,1348.47
1200,train,,1617843,1348.20
1200,val,3.5462,1617843,1348.20
1201,train,,1619003,1348.05
1202,train,,1620042,1347.79
1203,train,,1621068,1347.52
1204,train,,1622255,1347.39
1205,train,,1623589,1347.38
1206,train,,1624631,1347.12
1207,train,,1625879,1347.04
1208,train,,1626963,1346.82
1209,train,,1630261,1348.44
1210,train,,1631778,1348.58
1211,train,,1632889,1348.38
1212,train,,1634085,1348.25
1213,train,,1635273,1348.12
1214,train,,1637025,1348.46
1215,train,,1638195,1348.31
1216,train,,1639302,1348.11
1217,train,,1640296,1347.82
1218,train,,1641518,1347.72
1219,train,,1642795,1347.66
1220,train,,1644040,1347.57
1221,train,,1645770,1347.89
1222,train,,1647010,1347.80
1223,train,,1648141,1347.62
1224,train,,1652430,1350.02
1225,train,,1654424,1350.55
1226,train,,1657294,1351.79
1227,train,,1658478,1351.65
1228,train,,1660044,1351.83
1229,train,,1661215,1351.68
1230,train,,1662316,1351.48
1231,train,,1663532,1351.37
1232,train,,1664596,1351.13
1233,train,,1666015,1351.19
1234,train,,1667509,1351.30
1235,train,,1668751,1351.22
1236,train,,1669957,1351.10
1237,train,,1671075,1350.91
1238,train,,1672394,1350.88
1239,train,,1673553,1350.73
1240,train,,1674582,1350.47
1241,train,,1675572,1350.18
1242,train,,1676561,1349.89
1243,train,,1677577,1349.62
1244,train,,1678591,1349.35
1245,train,,1679857,1349.28
1246,train,,1681060,1349.17
1247,train,,1682048,1348.88
1248,train,,1683369,1348.85
1249,train,,1684424,1348.62
1250,train,,1685519,1348.41
1251,train,,1686544,1348.16
1252,train,,1687705,1348.01
1253,train,,1688876,1347.87
1254,train,,1689893,1347.60
1255,train,,1690982,1347.40
1256,train,,1692257,1347.34
1257,train,,1693302,1347.10
1258,train,,1694375,1346.88
1259,train,,1695394,1346.62
1260,train,,1696507,1346.43
1261,train,,1697608,1346.24
1262,train,,1698972,1346.25
1263,train,,1701221,1346.97
1264,train,,1702446,1346.87
1265,train,,1703567,1346.69
1266,train,,1704769,1346.58
1267,train,,1706091,1346.56
1268,train,,1707215,1346.38
1269,train,,1708211,1346.11
1270,train,,1709569,1346.12
1271,train,,1711678,1346.72
1272,train,,1713133,1346.80
1273,train,,1715313,1347.46
1274,train,,1716608,1347.42
1275,train,,1717583,1347.12
1276,train,,1718820,1347.04
1277,train,,1719987,1346.90
1278,train,,1721027,1346.66
1279,train,,1722222,1346.54
1280,train,,1723360,1346.37
1281,train,,1724541,1346.25
1282,train,,1725679,1346.08
1283,train,,1726741,1345.86
1284,train,,1728033,1345.82
1285,train,,1729621,1346.01
1286,train,,1730639,1345.75
1287,train,,1731672,1345.51
1288,train,,1732884,1345.41
1289,train,,1733887,1345.14
1290,train,,1736291,1345.96
1291,train,,1737378,1345.76
1292,train,,1738893,1345.89
1293,train,,1742349,1347.52
1294,train,,1743485,1347.36
1295,train,,1744614,1347.19
1296,train,,1746040,1347.25
1297,train,,1749386,1348.79
1298,train,,1750894,1348.92
1299,train,,1751874,1348.63
1300,train,,1753002,1348.46
1300,val,3.5214,1753002,1348.46
1301,train,,1754439,1348.53
1302,train,,1755774,1348.52
1303,train,,1756933,1348.38
1304,train,,1758259,1348.36
1305,train,,1759847,1348.54
1306,train,,1761188,1348.54
1307,train,,1762520,1348.52
1308,train,,1763529,1348.26
1309,train,,1764742,1348.16
1310,train,,1765876,1348.00
1311,train,,1767333,1348.08
1312,train,,1768858,1348.21
1313,train,,1770072,1348.11
1314,train,,1771398,1348.10
1315,train,,1772471,1347.89
1316,train,,1773615,1347.73
1317,train,,1775109,1347.84
1318,train,,1776379,1347.78
1319,train,,1777600,1347.69
1320,train,,1778780,1347.56
1321,train,,1779809,1347.32
1322,train,,1780893,1347.12
1323,train,,1783260,1347.89
1324,train,,1785020,1348.20
1325,train,,1786078,1347.98
1326,train,,1790367,1350.20
1327,train,,1791366,1349.94
1328,train,,1795689,1352.18
1329,train,,1796988,1352.14
1330,train,,1798159,1352.00
1331,train,,1799159,1351.73
1332,train,,1801132,1352.20
1333,train,,1802960,1352.56
1334,train,,1803974,1352.30
1335,train,,1805040,1352.09
1336,train,,1806940,1352.50
1337,train,,1810752,1354.34
1338,train,,1811907,1354.19
1339,train,,1815394,1355.78
1340,train,,1816537,1355.62
1341,train,,1817710,1355.49
1342,train,,1819479,1355.80
1343,train,,1820547,1355.58
1344,train,,1821760,1355.48
1345,train,,1822899,1355.32
1346,train,,1824163,1355.25
1347,train,,1825369,1355.14
1348,train,,1826553,1355.01
1349,train,,1827662,1354.83
1350,train,,1828886,1354.73
1351,train,,1829971,1354.53
1352,train,,1831245,1354.47
1353,train,,1832266,1354.22
1354,train,,1833432,1354.09
1355,train,,1834885,1354.16
1356,train,,1836185,1354.12
1357,train,,1837208,1353.87
1358,train,,1838551,1353.87
1359,train,,1839578,1353.63
1360,train,,1840764,1353.50
1361,train,,1841859,1353.31
1362,train,,1843017,1353.17
1363,train,,1845508,1354.00
1364,train,,1846529,1353.76
1365,train,,1847670,1353.60
1366,train,,1849789,1354.16
1367,train,,1851084,1354.12
1368,train,,1852169,1353.92
1369,train,,1854000,1354.27
1370,train,,1855190,1354.15
1371,train,,1856208,1353.91
1372,train,,1857429,1353.81
1373,train,,1859572,1354.39
1374,train,,1860799,1354.29
1375,train,,1861928,1354.13
1376,train,,1863111,1354.01
1377,train,,1864256,1353.85
1378,train,,1865307,1353.63
1379,train,,1866382,1353.43
1380,train,,1867998,1353.62
1381,train,,1869414,1353.67
1382,train,,1870537,1353.50
1383,train,,1871913,1353.52
1384,train,,1873000,1353.32
1385,train,,1874385,1353.35
1386,train,,1875528,1353.20
1387,train,,1876632,1353.02
1388,train,,1877829,1352.90
1389,train,,1880964,1354.19
1390,train,,1882203,1354.10
1391,train,,1883399,1353.99
1392,train,,1884591,1353.87
1393,train,,1885774,1353.75
1394,train,,1886813,1353.52
1395,train,,1888240,1353.58
1396,train,,1889442,1353.47
1397,train,,1891018,1353.63
1398,train,,1892131,1353.46
1399,train,,1893182,1353.24
1400,train,,1894176,1352.98
1400,val,3.4837,1894176,1352.98
1401,train,,1895418,1352.90
1402,train,,1896451,1352.68
1403,train,,1897565,1352.51
1404,train,,1898682,1352.34
1405,train,,1900336,1352.55
1406,train,,1901436,1352.37
1407,train,,1902670,1352.29
1408,train,,1903854,1352.17
1409,train,,1904980,1352.01
1410,train,,1906422,1352.07
1411,train,,1907565,1351.92
1412,train,,1908983,1351.97
1413,train,,1910008,1351.74
1414,train,,1911230,1351.65
1415,train,,1913097,1352.01
1416,train,,1914262,1351.88
1417,train,,1915480,1351.79
1418,train,,1917426,1352.20
1419,train,,1919460,1352.68
1420,train,,1920706,1352.61
1421,train,,1921802,1352.43
1422,train,,1922856,1352.22
1423,train,,1924176,1352.20
1424,train,,1925332,1352.06
1425,train,,1928599,1353.40
1426,train,,1929933,1353.39
1427,train,,1931118,1353.27
1428,train,,1932529,1353.31
1429,train,,1935009,1354.10
1430,train,,1936738,1354.36
1431,train,,1937769,1354.14
1432,train,,1939326,1354.28
1433,train,,1940405,1354.09
1434,train,,1941754,1354.08
1435,train,,1942751,1353.83
1436,train,,1944086,1353.82
1437,train,,1945737,1354.03
1438,train,,1946712,1353.76
1439,train,,1947737,1353.53
1440,train,,1948999,1353.47
1441,train,,1950104,1353.30
1442,train,,1951285,1353.18
1443,train,,1952494,1353.08
1444,train,,1953722,1352.99
1445,train,,1954849,1352.84
1446,train,,1956032,1352.72
1447,train,,1957233,1352.61
1448,train,,1958694,1352.69
1449,train,,1959797,1352.52
1450,train,,1960907,1352.35
1451,train,,1962146,1352.27
1452,train,,1965058,1353.35
1453,train,,1966135,1353.16
1454,train,,1967342,1353.05
1455,train,,1968519,1352.93
1456,train,,1969628,1352.77
1457,train,,1970729,1352.59
1458,train,,1971982,1352.53
1459,train,,1973203,1352.44
1460,train,,1974393,1352.32
1461,train,,1975749,1352.33
1462,train,,1976874,1352.17
1463,train,,1978220,1352.17
1464,train,,1979419,1352.06
1465,train,,1980484,1351.87
1466,train,,1981598,1351.70
1467,train,,1982922,1351.69
1468,train,,1985195,1352.31
1469,train,,1986585,1352.34
1470,train,,1987978,1352.37
1471,train,,1989376,1352.40
1472,train,,1991078,1352.63
1473,train,,1992483,1352.67
1474,train,,1993900,1352.71
1475,train,,1994962,1352.52
1476,train,,1996690,1352.77
1477,train,,1997688,1352.53
1478,train,,1998727,1352.32
1479,train,,1999750,1352.10
1480,train,,2000763,1351.87
1481,train,,2001966,1351.77
1482,train,,2003175,1351.67
1483,train,,2004476,1351.64
1484,train,,2005707,1351.55
1485,train,,2006822,1351.40
1486,train,,2007956,1351.25
1487,train,,2009054,1351.08
1488,train,,2010104,1350.88
1489,train,,2011165,1350.68
1490,train,,2012254,1350.51
1491,train,,2013458,1350.41
1492,train,,2014531,1350.22
1493,train,,2016132,1350.39
1494,train,,2017441,1350.36
1495,train,,2019337,1350.73
1496,train,,2020383,1350.52
1497,train,,2021815,1350.58
1498,train,,2022915,1350.41
1499,train,,2023925,1350.18
1500,train,,2025077,1350.05
1500,val,3.4595,2025077,1350.05
1501,train,,2026193,1349.90
1502,train,,2027461,1349.84
1503,train,,2028576,1349.68
1504,train,,2029652,1349.50
1505,train,,2030991,1349.50
1506,train,,2032455,1349.57
1507,train,,2033735,1349.53
1508,train,,2035035,1349.49
1509,train,,2038405,1350.83
1510,train,,2039691,1350.79
1511,train,,2041597,1351.16
1512,train,,2043178,1351.31
1513,train,,2044474,1351.27
1514,train,,2045580,1351.11
1515,train,,2046588,1350.88
1516,train,,2048143,1351.02
1517,train,,2050115,1351.43
1518,train,,2051228,1351.27
1519,train,,2052241,1351.05
1520,train,,2053229,1350.81
1521,train,,2054482,1350.74
1522,train,,2055528,1350.54
1523,train,,2056699,1350.43
1524,train,,2057776,1350.25
1525,train,,2058955,1350.13
1526,train,,2059980,1349.92
1527,train,,2061401,1349.97
1528,train,,2062443,1349.77
1529,train,,2066586,1351.59
1530,train,,2067866,1351.55
1531,train,,2068984,1351.39
1532,train,,2070135,1351.26
1533,train,,2071300,1351.14
1534,train,,2072324,1350.93
1535,train,,2073472,1350.80
1536,train,,2074663,1350.69
1537,train,,2075757,1350.53
1538,train,,2080096,1352.47
1539,train,,2081229,1352.33
1540,train,,2083939,1353.21
1541,train,,2085173,1353.13
1542,train,,2086501,1353.11
1543,train,,2088117,1353.28
1544,train,,2089995,1353.62
1545,train,,2092089,1354.10
1546,train,,2093567,1354.18
1547,train,,2094592,1353.97
1548,train,,2096663,1354.43
1549,train,,2098691,1354.87
1550,train,,2099753,1354.68
1551,train,,2100833,1354.50
1552,train,,2102252,1354.54
1553,train,,2103248,1354.31
1554,train,,2104365,1354.16
1555,train,,2105639,1354.11
1556,train,,2106823,1354.00
1557,train,,2108557,1354.24
1558,train,,2109543,1354.01
1559,train,,2110696,1353.88
1560,train,,2111793,1353.71
1561,train,,2112920,1353.57
1562,train,,2114778,1353.89
1563,train,,2115894,1353.74
1564,train,,2116928,1353.53
1565,train,,2118303,1353.55
1566,train,,2119487,1353.44
1567,train,,2120821,1353.43
1568,train,,2121885,1353.24
1569,train,,2123085,1353.15
1570,train,,2124071,1352.91
1571,train,,2125356,1352.87
1572,train,,2126479,1352.72
1573,train,,2127723,1352.65
1574,train,,2128710,1352.42
1575,train,,2130501,1352.70
1576,train,,2131653,1352.57
1577,train,,2133014,1352.58
1578,train,,2134105,1352.41
1579,train,,2135209,1352.25
1580,train,,2136690,1352.34
1581,train,,2138455,1352.60
1582,train,,2139602,1352.47
1583,train,,2140621,1352.26
1584,train,,2141971,1352.25
1585,train,,2143037,1352.07
1586,train,,2144218,1351.97
1587,train,,2146139,1352.32
1588,train,,2147224,1352.16
1589,train,,2148340,1352.01
1590,train,,2149440,1351.85
1591,train,,2150599,1351.73
1592,train,,2151666,1351.55
1593,train,,2152673,1351.33
1594,train,,2153861,1351.23
1595,train,,2155297,1351.28
1596,train,,2156460,1351.17
1597,train,,2157639,1351.06
1598,train,,2159020,1351.08
1599,train,,2160073,1350.89
1600,train,,2161338,1350.84
1600,val,3.4451,2161339,1350.84
1601,train,,2162540,1350.74
1602,train,,2163927,1350.77
1603,train,,2164948,1350.56
1604,train,,2168149,1351.71
1605,train,,2169270,1351.57
1606,train,,2170383,1351.42
1607,train,,2171780,1351.45
1608,train,,2172854,1351.28
1609,train,,2173956,1351.12
1610,train,,2175425,1351.20
1611,train,,2176826,1351.23
1612,train,,2177938,1351.08
1613,train,,2179321,1351.10
1614,train,,2180720,1351.13
1615,train,,2181776,1350.94
1616,train,,2182993,1350.86
1617,train,,2184115,1350.72
1618,train,,2185148,1350.52
1619,train,,2186263,1350.38
1620,train,,2187442,1350.27
1621,train,,2188565,1350.13
1622,train,,2189811,1350.07
1623,train,,2190987,1349.96
1624,train,,2192437,1350.02
1625,train,,2193591,1349.90
1626,train,,2194789,1349.81
1627,train,,2196201,1349.85
1628,train,,2197327,1349.71
1629,train,,2199266,1350.07
1630,train,,2201314,1350.50
1631,train,,2203407,1350.95
1632,train,,2204468,1350.78
1633,train,,2205555,1350.62
1634,train,,2206620,1350.44
1635,train,,2207690,1350.27
1636,train,,2208752,1350.09
1637,train,,2210313,1350.22
1638,train,,2211612,1350.19
1639,train,,2212559,1349.94
1640,train,,2216828,1351.72
1641,train,,2217888,1351.55
1642,train,,2219092,1351.46
1643,train,,2220612,1351.56
1644,train,,2221757,1351.43
1645,train,,2222856,1351.28
1646,train,,2224074,1351.20
1647,train,,2225137,1351.02
1648,train,,2226186,1350.84
1649,train,,2227461,1350.80
1650,train,,2228660,1350.70
1651,train,,2229873,1350.62
1652,train,,2230969,1350.47
1653,train,,2232087,1350.32
1654,train,,2233274,1350.23
1655,train,,2234403,1350.09
1656,train,,2235424,1349.89
1657,train,,2236496,1349.73
1658,train,,2237897,1349.76
1659,train,,2239561,1349.95
1660,train,,2240716,1349.83
1661,train,,2241721,1349.62
1662,train,,2242899,1349.52
1663,train,,2243938,1349.33
1664,train,,2244937,1349.12
1665,train,,2246277,1349.12
1666,train,,2247355,1348.95
1667,train,,2248534,1348.85
1668,train,,2249661,1348.72
1669,train,,2250912,1348.66
1670,train,,2252053,1348.53
1671,train,,2253350,1348.50
1672,train,,2254418,1348.34
1673,train,,2255724,1348.31
1674,train,,2256799,1348.15
1675,train,,2257827,1347.96
1676,train,,2259086,1347.90
1677,train,,2260518,1347.95
1678,train,,2261648,1347.82
1679,train,,2262856,1347.74
1680,train,,2263845,1347.53
1681,train,,2264917,1347.36
1682,train,,2265931,1347.16
1683,train,,2267028,1347.02
1684,train,,2268417,1347.04
1685,train,,2269559,1346.92
1686,train,,2272157,1347.66
1687,train,,2273438,1347.62
1688,train,,2274508,1347.46
1689,train,,2276015,1347.55
1690,train,,2277182,1347.44
1691,train,,2279299,1347.90
1692,train,,2280600,1347.87
1693,train,,2281814,1347.79
1694,train,,2282940,1347.66
1695,train,,2284067,1347.53
1696,train,,2285343,1347.49
1697,train,,2286388,1347.31
1698,train,,2287839,1347.37
1699,train,,2288868,1347.19
1700,train,,2289937,1347.02
1700,val,3.4187,2289937,1347.02
1701,train,,2291182,1346.96
1702,train,,2292523,1346.96
1703,train,,2293730,1346.88
1704,train,,2295125,1346.90
1705,train,,2296624,1346.99
1706,train,,2297770,1346.88
1707,train,,2299164,1346.90
1708,train,,2300773,1347.06
1709,train,,2302156,1347.08
1710,train,,2303186,1346.89
1711,train,,2304250,1346.73
1712,train,,2305335,1346.57
1713,train,,2306789,1346.64
1714,train,,2308001,1346.56
1715,train,,2310884,1347.45
1716,train,,2311915,1347.27
1717,train,,2312957,1347.09
1718,train,,2313999,1346.91
1719,train,,2315145,1346.80
1720,train,,2316486,1346.79
1721,train,,2317516,1346.61
1722,train,,2318543,1346.42
1723,train,,2319621,1346.27
1724,train,,2320676,1346.10
1725,train,,2322872,1346.59
1726,train,,2324085,1346.51
1727,train,,2325060,1346.30
1728,train,,2326518,1346.36
1729,train,,2327536,1346.17
1730,train,,2328842,1346.15
1731,train,,2329840,1345.95
1732,train,,2330857,1345.76
1733,train,,2331965,1345.62
1734,train,,2333124,1345.52
1735,train,,2337400,1347.20
1736,train,,2338470,1347.04
1737,train,,2339507,1346.87
1738,train,,2340666,1346.76
1739,train,,2342061,1346.79
1740,train,,2343163,1346.65
1741,train,,2344397,1346.58
1742,train,,2345763,1346.59
1743,train,,2346774,1346.40
1744,train,,2348038,1346.35
1745,train,,2349280,1346.29
1746,train,,2350336,1346.13
1747,train,,2351374,1345.95
1748,train,,2352821,1346.01
1749,train,,2355335,1346.68
1750,train,,2356917,1346.81
1751,train,,2357989,1346.65
1752,train,,2358970,1346.44
1753,train,,2360070,1346.30
1754,train,,2361461,1346.33
1755,train,,2362706,1346.27
1756,train,,2364786,1346.69
1757,train,,2365757,1346.48
1758,train,,2367037,1346.44
1759,train,,2368056,1346.25
1760,train,,2369105,1346.08
1761,train,,2370336,1346.02
1762,train,,2371528,1345.93
1763,train,,2372703,1345.83
1764,train,,2373837,1345.71
1765,train,,2374930,1345.57
1766,train,,2375998,1345.41
1767,train,,2377615,1345.57
1768,train,,2378710,1345.42
1769,train,,2379839,1345.30
1770,train,,2381244,1345.34
1771,train,,2382766,1345.44
1772,train,,2383897,1345.31
1773,train,,2384954,1345.15
1774,train,,2386204,1345.10
1775,train,,2387445,1345.04
1776,train,,2388584,1344.92
1777,train,,2389775,1344.84
1778,train,,2390863,1344.69
1779,train,,2392277,1344.73
1780,train,,2393521,1344.67
1781,train,,2394584,1344.52
1782,train,,2396008,1344.56
1783,train,,2397443,1344.61
1784,train,,2398655,1344.54
1785,train,,2400123,1344.61
1786,train,,2401516,1344.63
1787,train,,2402856,1344.63
1788,train,,2404178,1344.62
1789,train,,2405299,1344.49
1790,train,,2406345,1344.33
1791,train,,2407401,1344.17
1792,train,,2408382,1343.96
1793,train,,2412721,1345.63
1794,train,,2413862,1345.52
1795,train,,2417754,1346.94
1796,train,,2418857,1346.80
1797,train,,2420603,1347.02
1798,train,,2421859,1346.97
1799,train,,2423581,1347.18
1800,train,,2424633,1347.02
1800,val,3.4114,2424633,1347.02
1801,train,,2425694,1346.86
1802,train,,2427214,1346.96
1803,train,,2428216,1346.76
1804,train,,2429166,1346.54
1805,train,,2430240,1346.39
1806,train,,2431417,1346.30
1807,train,,2432702,1346.27
1808,train,,2433813,1346.14
1809,train,,2435029,1346.06
1810,train,,2436048,1345.88
1811,train,,2437199,1345.78
1812,train,,2438898,1345.97
1813,train,,2439891,1345.78
1814,train,,2441236,1345.78
1815,train,,2442406,1345.68
1816,train,,2443427,1345.50
1817,train,,2444647,1345.43
1818,train,,2445670,1345.25
1819,train,,2446715,1345.09
1820,train,,2447761,1344.92
1821,train,,2448954,1344.84
1822,train,,2450164,1344.77
1823,train,,2451377,1344.69
1824,train,,2455672,1346.31
1825,train,,2458077,1346.89
1826,train,,2460532,1347.50
1827,train,,2461665,1347.38
1828,train,,2462703,1347.21
1829,train,,2464004,1347.19
1830,train,,2465522,1347.28
1831,train,,2466876,1347.28
1832,train,,2468010,1347.17
1833,train,,2470121,1347.58
1834,train,,2471660,1347.69
1835,train,,2472935,1347.65
1836,train,,2474042,1347.52
1837,train,,2475242,1347.44
1838,train,,2476866,1347.59
1839,train,,2478392,1347.68
1840,train,,2479617,1347.62
1841,train,,2480600,1347.42
1842,train,,2481649,1347.26
1843,train,,2482871,1347.19
1844,train,,2483964,1347.05
1845,train,,2485117,1346.95
1846,train,,2486448,1346.94
1847,train,,2488125,1347.12
1848,train,,2489179,1346.96
1849,train,,2490183,1346.77
1850,train,,2491199,1346.59
1851,train,,2492670,1346.66
1852,train,,2493758,1346.52
1853,train,,2494855,1346.39
1854,train,,2495922,1346.24
1855,train,,2496988,1346.09
1856,train,,2501244,1347.65
1857,train,,2504477,1348.67
1858,train,,2506000,1348.76
1859,train,,2507220,1348.69
1860,train,,2508243,1348.52
1861,train,,2509231,1348.32
1862,train,,2510611,1348.34
1863,train,,2511653,1348.18
1864,train,,2513530,1348.46
1865,train,,2514986,1348.52
1866,train,,2519267,1350.09
1867,train,,2520812,1350.19
1868,train,,2522172,1350.20
1869,train,,2523466,1350.17
1870,train,,2524619,1350.06
1871,train,,2525756,1349.95
1872,train,,2527107,1349.95
1873,train,,2528147,1349.79
1874,train,,2529250,1349.65
1875,train,,2531132,1349.94
1876,train,,2532191,1349.78
1877,train,,2533330,1349.67
1878,train,,2534440,1349.54
1879,train,,2535710,1349.50
1880,train,,2536993,1349.46
1881,train,,2538126,1349.35
1882,train,,2539204,1349.20
1883,train,,2540844,1349.36
1884,train,,2541999,1349.26
1885,train,,2543237,1349.20
1886,train,,2544388,1349.09
1887,train,,2545427,1348.93
1888,train,,2546519,1348.79
1889,train,,2548322,1349.03
1890,train,,2549406,1348.89
1891,train,,2550543,1348.78
1892,train,,2551704,1348.68
1893,train,,2553040,1348.67
1894,train,,2554263,1348.61
1895,train,,2555314,1348.45
1896,train,,2556837,1348.54
1897,train,,2558044,1348.47
1898,train,,2559145,1348.34
1899,train,,2560564,1348.37
1900,train,,2562342,1348.60
1900,val,3.3934,2562342,1348.60
1901,train,,2563499,1348.50
1902,train,,2564577,1348.36
1903,train,,2565663,1348.22
1904,train,,2566813,1348.12
1905,train,,2567927,1347.99
1906,train,,2569005,1347.85
1907,train,,2571739,1348.58
1908,train,,2572771,1348.41
1909,train,,2573895,1348.30
1910,train,,2575612,1348.49
1911,train,,2577351,1348.69
1912,train,,2578443,1348.56
1913,train,,2579926,1348.63
1914,train,,2581396,1348.69
1915,train,,2582484,1348.56
1916,train,,2583523,1348.39
1917,train,,2584886,1348.40
1918,train,,2585940,1348.25
1919,train,,2586969,1348.08
1920,train,,2588213,1348.03
1921,train,,2589282,1347.88
1922,train,,2590484,1347.81
1923,train,,2591612,1347.69
1924,train,,2592778,1347.60
1925,train,,2594017,1347.54
1926,train,,2595808,1347.77
1927,train,,2596831,1347.60
1928,train,,2598071,1347.55
1929,train,,2599209,1347.44
1930,train,,2600367,1347.34
1931,train,,2601660,1347.31
1932,train,,2602826,1347.22
1933,train,,2604269,1347.27
1934,train,,2605413,1347.16
1935,train,,2606493,1347.02
1936,train,,2608205,1347.21
1937,train,,2609232,1347.05
1938,train,,2610351,1346.93
1939,train,,2611475,1346.82
1940,train,,2612521,1346.66
1941,train,,2613851,1346.65
1942,train,,2614996,1346.55
1943,train,,2616561,1346.66
1944,train,,2618005,1346.71
1945,train,,2619132,1346.60
1946,train,,2620664,1346.69
1947,train,,2624097,1347.76
1948,train,,2625539,1347.81
1949,train,,2627003,1347.87
1950,train,,2628011,1347.70
